,title,rating,genre,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri
12833,Ninja Tamamaru: Rule wo Mamotte Koutsuu Anzen! no Maki,Unknown,"['Kids', 'Martial Arts']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12834,Haikyuu!! Movie 3: Sainou to Sense,8.08,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12835,Haikyuu!! Movie 4: Concept no Tatakai,8.11,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12836,Panpaka Pants O New-san,Unknown,"['Comedy', 'Kids']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12837,Africa no Salaryman,5.86,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12838,Clione no Akari,5.41,"['Drama', 'School']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12839,Warau Salesman Episode 0,5.9,"['Psychological', 'Seinen', 'Supernatural']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12840,Warau Salesman Dai SP-banashi,Unknown,"['Comedy', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12841,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.51,"['Comedy', 'Shounen']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12842,Youkai Shoujo,Unknown,['Music'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12843,Devilman: Crybaby,7.84,"['Action', 'Dementia', 'Demons', 'Horror', 'Supernatural']",1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12844,Shin Gakkou no Yuurei,Unknown,"['Horror', 'Demons', 'Supernatural', 'Thriller', 'School']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12845,Shingeki no Kyotou,6.35,"['Action', 'Fantasy', 'Shounen']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12846,Chirorin Mura Monogatari: Tomkurupii no Jishin Youjin,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12847,Koala-chan no Shouboutai,Unknown,"['Kids', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12848,Chibi Maruko-chan: Hi no Youjin,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,Chibi Maruko-chan: Jishin wo Kangaeru,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12850,Rescue Q-tai no Katsuyaku,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12851,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12852,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12853,Tat-chan - Momo-chan no Fushigina Taiken,Unknown,"['Kids', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12854,Luna-tan: 1-mannen no Himitsu,Unknown,"['Magic', 'Fantasy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12855,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,Unknown,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12856,Koukyoushihen Eureka Seven Hi-Evolution 1,6.31,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12857,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,6.76,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12858,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,Unknown,"['Sci-Fi', 'Adventure', 'Drama', 'Mecha']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12859,Space Gundam V,Unknown,"['Action', 'Comedy', 'Mecha']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12860,Taikong Lixianji,Unknown,"['Action', 'Sci-Fi', 'Kids', 'Mecha']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12861,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,5.76,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12862,Heisei Matsue Kaidan: Ayashi,Unknown,"['Comedy', 'Historical', 'Parody', 'Horror', 'Supernatural']",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12863,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,Unknown,"['Comedy', 'Historical', 'Parody', 'Horror']",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12864,Yoshida no Matsue Beauty Daisakusen,Unknown,"['Comedy', 'Parody']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12865,Yoshida no Matsue Beauty Daisakusen Prologue,Unknown,"['Comedy', 'Parody']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12866,Kobayashi-san Chi no OO Dragon,7.24,"['Slice of Life', 'Comedy', 'Fantasy']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12867,Boku wa Ko Zou no Shouboutai,Unknown,"['Kids', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12868,Nyanta no wo Tanjoubi wa Kaji Sawagi!,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12869,Zukkoke Sannin-gumi no Koutsuu Anzen,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12870,Alan-kun no Koutsuu Rule wo Mamorou ne!,Unknown,"['Kids', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12871,Quiz de Manabu Pinocchio no Koutsuu Ansen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12872,Chounai Shinsengumi wo Tasuke-gumi Mezashi-tai no Koutsuu Anzen Rule wo Mamotte Mezase! Doubutsuen!,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12873,Momotarou no Koutsuu Anzen Kyoushitsu,Unknown,"['Kids', 'Fantasy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12874,Saru Tarou wa Tobidasa Nai!,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12875,Kurayami wa Kiken ga Ippai,Unknown,"['Drama', 'Kids']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12876,High & Low: G-Sword,5.14,"['Action', 'Drama', 'Shounen']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12877,Warau Salesman Tokubetsu Bangumi,Unknown,"['Psychological', 'Supernatural', 'Seinen']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12878,Kimi no Hikari: Asagao to Kase-san.,7.24,"['Music', 'Romance', 'School', 'Shoujo Ai']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12879,Nyani ga Nyandaa Nyandaa Kamen no Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12880,Kuunyan no Koutsuu Anzen: Tadashii Jitensha no Nori Kata,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12881,Saru Tarou Helmet wa Kabutte ne,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12882,Kenta to Nyanta no Kuruma Daisuki!,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12883,Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12884,Hajime ni Oboeru Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12885,Yuki Daruman no Fuyumichi Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12886,Guupa Ouji no Koutsuu Anzen Mamorou wo Yakusoku,Unknown,"['Kids', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,Karugamo Oyako no Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12888,Kintarou no Koutsuu Anzen,Unknown,"['Fantasy', 'Kids']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,Wagaya no Koutsuu Anzen: Chichi to no Yakusoku,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,Appare! Momotarou no Koutsuu Anzen,Unknown,"['Fantasy', 'Kids']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,Anzen no Shiteiseki Child Seat,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,Ruleman no Koutsuu Anzen,Unknown,"['Kids', 'Super Power']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12893,Ittekimasu.,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,Osakini Douzo Arigatou,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,Ojarumaru no Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12896,Kyoro-chan no Koutsuu Anzen,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12897,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,6.03,['Hentai'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,3-gatsu no Lion 2nd Season,9,"['Drama', 'Game', 'Seinen', 'Slice of Life']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12899,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.82,"['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12900,Gurazeni,6.34,"['Comedy', 'Drama', 'Seinen', 'Sports']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12901,Free! Movie 2: Timeless Medley - Yakusoku,7.58,"['School', 'Slice of Life', 'Sports']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12902,Free!: Take Your Marks,7.74,"['School', 'Slice of Life', 'Sports']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12903,Hand Shakers: Go ago Go,5.62,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,Isekai wa Smartphone to Tomo ni.,6.24,"['Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Fantasy']",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12905,The King of Fighters: Destiny,6.59,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,Unknown,"['Comedy', 'Sci-Fi']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.71,"['Action', 'Fantasy', 'Magic', 'Slice of Life']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12908,Kuroi Hitomi,Unknown,"['Demons', 'Supernatural', 'Fantasy']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12909,Duan Nao 2,Unknown,"['Mystery', 'Sci-Fi', 'Shounen', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12910,Adauchi Karasu,Unknown,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12911,Kai Feng Kidan Movie,Unknown,"['Action', 'Comedy', 'Supernatural']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12912,Man Tou Riji,Unknown,"['Slice of Life', 'Shoujo']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12913,DC Super Heroes vs Taka no Tsume-dan,Unknown,"['Comedy', 'Parody', 'Super Power']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12914,Youkai Apartment no Yuuga na Nichijou,7.18,"['Slice of Life', 'Mystery', 'Supernatural']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12915,Gakuen Babysitters,7.84,"['Comedy', 'School', 'Shoujo', 'Slice of Life']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12916,Mobile Suit Gundam: Twilight Axis,4.93,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12917,Akita Kenritsu Iburi Gakkou Chuutou-bu,Unknown,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Unknown,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12919,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.86,"['Comedy', 'Historical', 'Romance', 'Shoujo']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12920,Mr. Men Little Miss,Unknown,['Kids'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,Zannen Onna Kanbu Black General-san,5.83,"['Comedy', 'Super Power', 'Shounen']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12922,Vatican Kiseki Chousakan: Majo no Soup,6.46,"['Mystery', 'Supernatural', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12923,Jingisukan no Jin-kun,Unknown,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12924,Dekiru ka na,Unknown,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,Hitorigurashi no Shougakusei,6.47,"['Comedy', 'Slice of Life']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12926,Hajimete no Gal: Hajimete no Bunkasai,6.48,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12927,Dainiji Ura Nyuugakushiken The Animation,6.03,['Hentai'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12928,Kuruneko (ONA),Unknown,"['Slice of Life', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12929,Princess Principal,7.71,"['Action', 'Mystery', 'Historical']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12930,Konohana Kitan,7.56,"['Slice of Life', 'Fantasy', 'Seinen', 'Shoujo Ai']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12931,21 Seiki wa Minna ga Shuyaku,Unknown,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12932,Ken-chan to Bouen Kazoku,Unknown,"['Kids', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12933,Owarimonogatari 2nd Season,8.93,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12934,18if,6.17,"['Mystery', 'Supernatural']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
